name,shape,nbits,ours_bit_density,bonsai_bit_density,ours_zero_scale_frac,bonsai_zero_scale_frac,ours_scale_mean,ours_scale_std,bonsai_scale_mean,bonsai_scale_std,ours_all0_group_frac,ours_all1_group_frac,bonsai_all0_group_frac,bonsai_all1_group_frac,fp16_weight_std,ours_deq_std,bonsai_deq_std,ours_rel_l2,bonsai_rel_l2,ours_cos_fp16,bonsai_cos_fp16
model.layers.1.mlp.up_proj,6144x2048,12582912,0.5006963014602661,0.49999064207077026,0.0,0.0,0.14611828327178955,0.0478745736181736,0.09919032454490662,0.018860533833503723,0.0,0.0,0.0,0.0,0.02854958362877369,0.07449404895305634,0.050483763217926025,1.9565892219543457,1.6119168996810913,0.7626878619194031,0.4322132468223572
model.layers.1.self_attn.k_proj,1024x2048,2097152,0.5019416809082031,0.5002655982971191,0.0,0.0,0.17545127868652344,0.05807178094983101,0.07753454148769379,0.016846057027578354,0.0,0.0,0.0,0.0,0.03374316915869713,0.08903614431619644,0.03967176005244255,1.9947038888931274,1.0826841592788696,0.75486820936203,0.5146134495735168
model.layers.1.self_attn.o_proj,2048x2048,4194304,0.49993157386779785,0.4996304512023926,0.0,0.0,0.16838222742080688,0.03904915601015091,0.09781873226165771,0.020577523857355118,0.0,0.0,0.0,0.0,0.03247225657105446,0.08442661166191101,0.04997982829809189,1.9368587732315063,1.270959734916687,0.7708514928817749,0.5696819424629211
model.layers.1.self_attn.q_proj,2048x2048,4194304,0.5000989437103271,0.49957704544067383,0.0,0.0,0.1777123659849167,0.059386350214481354,0.07450889050960541,0.017298592254519463,0.0,0.0,0.0,0.0,0.03450294956564903,0.09058383107185364,0.0382453016936779,1.9755619764328003,1.0400041341781616,0.7598572373390198,0.5174209475517273
model.layers.1.self_attn.v_proj,1024x2048,2097152,0.5013065338134766,0.5003442764282227,0.0,0.0,0.183563232421875,0.027938926592469215,0.123541921377182,0.013452510349452496,0.0,0.0,0.0,0.0,0.0345408096909523,0.09037303179502487,0.062136076390743256,1.9609524011611938,1.4712071418762207,0.7644633650779724,0.5758048892021179
model.layers.2.mlp.down_proj,2048x6144,12582912,0.5002318620681763,0.49984773993492126,0.0,0.0,0.16609753668308258,0.030226463451981544,0.08697716891765594,0.011417020112276077,0.0,0.0,0.0,0.0,0.03053058497607708,0.0809209942817688,0.043861642479896545,2.010348320007324,1.1980661153793335,0.7514827251434326,0.5668025612831116
model.layers.2.mlp.gate_proj,6144x2048,12582912,0.501548707485199,0.5000478029251099,0.0,0.0,0.2396862953901291,0.04857105389237404,0.13161048293113708,0.018206296488642693,0.0,0.0,0.0,0.0,0.04631805792450905,0.11929553002119064,0.06643189489841461,1.9109649658203125,1.2450546026229858,0.7729952335357666,0.5253340005874634
model.layers.2.mlp.up_proj,6144x2048,12582912,0.5006183981895447,0.5000014305114746,0.0,0.0,0.155276820063591,0.026939351111650467,0.11467628180980682,0.011343687772750854,0.0,0.0,0.0,0.0,0.02953352965414524,0.07669799774885178,0.05761798471212387,1.9385355710983276,1.7518080472946167,0.7675048112869263,0.44525185227394104
model.layers.2.self_attn.k_proj,1024x2048,2097152,0.4997439384460449,0.4996967315673828,0.0,0.0,0.17271395027637482,0.05676873400807381,0.08558148145675659,0.01971069537103176,0.0,0.0,0.0,0.0,0.03344212472438812,0.08820390701293945,0.043910980224609375,1.9855202436447144,1.1509130001068115,0.7609761953353882,0.532915472984314
model.layers.2.self_attn.o_proj,2048x2048,4194304,0.4992680549621582,0.4998490810394287,0.0,0.0,0.16095447540283203,0.04353553429245949,0.10032418370246887,0.025894705206155777,0.0,0.0,0.0,0.0,0.0315840020775795,0.08153112232685089,0.051806073635816574,1.9150420427322388,1.3318450450897217,0.7740496397018433,0.584251344203949
