name,shape,nbits,ours_bit_density,bonsai_bit_density,ours_zero_scale_frac,bonsai_zero_scale_frac,ours_scale_mean,ours_scale_std,bonsai_scale_mean,bonsai_scale_std,ours_all0_group_frac,ours_all1_group_frac,bonsai_all0_group_frac,bonsai_all1_group_frac,fp16_weight_std,ours_deq_std,bonsai_deq_std,ours_rel_l2,bonsai_rel_l2,ours_cos_fp16,bonsai_cos_fp16
model.layers.2.self_attn.q_proj,2048x2048,4194304,0.49968671798706055,0.500363826751709,0.0,0.0,0.1791534721851349,0.05839598923921585,0.07989524304866791,0.017968052998185158,0.0,0.0,0.0,0.0,0.034284189343452454,0.09068117290735245,0.0409453809261322,2.001950979232788,1.073907494544983,0.7539060115814209,0.5329762101173401
model.layers.2.self_attn.v_proj,1024x2048,2097152,0.5005779266357422,0.500617504119873,0.0,0.0,0.18151257932186127,0.03722940757870674,0.1295490860939026,0.019352437928318977,0.0,0.0,0.0,0.0,0.034497037529945374,0.09043340384960175,0.06549323350191116,1.9635472297668457,1.5311514139175415,0.7661058306694031,0.5951876044273376
model.layers.3.mlp.down_proj,2048x6144,12582912,0.500208854675293,0.5001055002212524,0.0,0.0,0.16351386904716492,0.024276459589600563,0.08893990516662598,0.011078841984272003,0.0,0.0,0.0,0.0,0.030413499101996422,0.08025362342596054,0.04481363296508789,1.9859791994094849,1.2349250316619873,0.7615141868591309,0.5585756897926331
model.layers.3.mlp.gate_proj,6144x2048,12582912,0.5011095404624939,0.5002225637435913,0.0,0.0,0.23761513829231262,0.04536066949367523,0.14178037643432617,0.019828515127301216,0.0,0.0,0.0,0.0,0.045775145292282104,0.11804306507110596,0.07158009707927704,1.9139868021011353,1.3315517902374268,0.7729799747467041,0.5346918106079102
model.layers.3.mlp.up_proj,6144x2048,12582912,0.5001840591430664,0.5000932216644287,0.0,0.0,0.15877950191497803,0.026697736233472824,0.12248912453651428,0.012430476024746895,0.0,0.0,0.0,0.0,0.03023459017276764,0.07851472496986389,0.06155912205576897,1.9358335733413696,1.803816318511963,0.7694286108016968,0.4645625650882721
model.layers.3.self_attn.k_proj,1024x2048,2097152,0.5005655288696289,0.4997701644897461,0.0,0.0,0.17738904058933258,0.07052316516637802,0.0857829749584198,0.02166817896068096,0.0,0.0,0.0,0.0,0.03412087261676788,0.09107392281293869,0.044238634407520294,2.039581537246704,1.1475309133529663,0.7426519989967346,0.5260805487632751
model.layers.3.self_attn.o_proj,2048x2048,4194304,0.5014529228210449,0.4999070167541504,0.0,0.0,0.17202451825141907,0.04052314534783363,0.09885022044181824,0.017365729436278343,0.0,0.0,0.0,0.0,0.03343665972352028,0.08640193194150925,0.050182003527879715,1.9179924726486206,1.2495568990707397,0.773711085319519,0.5633733868598938
model.layers.3.self_attn.q_proj,2048x2048,4194304,0.4994683265686035,0.4998810291290283,0.0,0.0,0.18088112771511078,0.05965326726436615,0.0803682953119278,0.01908966526389122,0.0,0.0,0.0,0.0,0.03474806621670723,0.09175726026296616,0.04130217432975769,1.9973843097686768,1.087799072265625,0.7542588710784912,0.5171998143196106
model.layers.3.self_attn.v_proj,1024x2048,2097152,0.5011410713195801,0.5001096725463867,0.0,0.0,0.19524961709976196,0.03641291335225105,0.12816694378852844,0.012526415288448334,0.0,0.0,0.0,0.0,0.03659115359187126,0.09637685865163803,0.06438881158828735,1.983873963356018,1.4204825162887573,0.759638249874115,0.5906497240066528
model.layers.4.mlp.down_proj,2048x6144,12582912,0.5006657838821411,0.49989837408065796,0.0,0.0,0.16458933055400848,0.026138318702578545,0.09282740205526352,0.011226489208638668,0.0,0.0,0.0,0.0,0.03044705279171467,0.08056022971868515,0.046751897782087326,1.9972482919692993,1.270035743713379,0.7581235766410828,0.5681530833244324
model.layers.4.mlp.gate_proj,6144x2048,12582912,0.501701831817627,0.50047367811203,0.0,0.0,0.23088125884532928,0.04546857997775078,0.14178907871246338,0.024001499637961388,0.0,0.0,0.0,0.0,0.044422078877687454,0.11464085429906845,0.0719030573964119,1.9177353382110596,1.374440312385559,0.7715707421302795,0.5346760749816895
model.layers.4.mlp.up_proj,6144x2048,12582912,0.500471293926239,0.49977907538414,0.0,0.0,0.16042906045913696,0.027267247438430786,0.12629739940166473,0.015251213684678078,0.0,0.0,0.0,0.0,0.030505074188113213,0.0793260782957077,0.06360744684934616,1.9402579069137573,1.8334221839904785,0.7686440944671631,0.4763188064098358
model.layers.4.self_attn.k_proj,1024x2048,2097152,0.4999237060546875,0.5002527236938477,0.0,0.0,0.17116445302963257,0.0645599439740181,0.08344237506389618,0.016972018405795097,0.0,0.0,0.0,0.0,0.03302406147122383,0.08792005479335785,0.04257545247673988,2.026395320892334,1.1687312126159668,0.7477708458900452,0.5026931762695312
model.layers.4.self_attn.o_proj,2048x2048,4194304,0.49945497512817383,0.49965882301330566,0.0,0.0,0.16809292137622833,0.04419434070587158,0.10476651042699814,0.02111046388745308,0.0,0.0,0.0,0.0,0.0327150784432888,0.08482977002859116,0.053436100482940674,1.929921269416809,1.3343660831451416,0.7711156010627747,0.5777574181556702
model.layers.4.self_attn.q_proj,2048x2048,4194304,0.5000197887420654,0.5002152919769287,0.0,0.0,0.17662742733955383,0.056399066001176834,0.07942979782819748,0.016565632075071335,0.0,0.0,0.0,0.0,0.03422509878873825,0.08964457362890244,0.04056942090392113,1.9704428911209106,1.1046154499053955,0.7593544721603394,0.49981337785720825
model.layers.4.self_attn.v_proj,1024x2048,2097152,0.5012111663818359,0.5000715255737305,0.0,0.0,0.19099509716033936,0.03509669750928879,0.13259407877922058,0.01657755859196186,0.0,0.0,0.0,0.0,0.036010466516017914,0.09464295208454132,0.06681318581104279,1.973612666130066,1.4768575429916382,0.7633217573165894,0.6093987226486206
model.layers.5.mlp.down_proj,2048x6144,12582912,0.49945521354675293,0.5000283122062683,0.0,0.0,0.17471978068351746,0.02905416116118431,0.09826284646987915,0.01223520003259182,0.0,0.0,0.0,0.0,0.03245857357978821,0.08535239100456238,0.04951082915067673,1.9818201065063477,1.266592264175415,0.7581210136413574,0.5646065473556519
model.layers.5.mlp.gate_proj,6144x2048,12582912,0.5002180337905884,0.5004141330718994,0.0,0.0,0.20643489062786102,0.0439298152923584,0.1356048882007599,0.017480824142694473,0.0,0.0,0.0,0.0,0.03951314091682434,0.10253491252660751,0.06836345046758652,1.9362850189208984,1.504266619682312,0.7677589058876038,0.5001270174980164
model.layers.5.mlp.up_proj,6144x2048,12582912,0.5002653002738953,0.5000476241111755,0.0,0.0,0.1731114685535431,0.026711737737059593,0.1427847146987915,0.01543253194540739,0.0,0.0,0.0,0.0,0.032712895423173904,0.0851735845208168,0.07180813699960709,1.945637822151184,1.9071846008300781,0.7669159173965454,0.4968150854110718
model.layers.5.self_attn.k_proj,1024x2048,2097152,0.4998645782470703,0.5004062652587891,0.0,0.0,0.17232085764408112,0.048979006707668304,0.08328187465667725,0.016865216195583344,0.0,0.0,0.0,0.0,0.033499378710985184,0.08715561777353287,0.04248619079589844,1.9427564144134521,1.1449841260910034,0.7676852345466614,0.5115305185317993
model.layers.5.self_attn.o_proj,2048x2048,4194304,0.5005149841308594,0.5002040863037109,0.0,0.0,0.16515308618545532,0.04907704144716263,0.10513734817504883,0.04450250789523125,0.0,0.0,0.0,0.0,0.03288612142205238,0.08433444052934647,0.05708400160074234,1.895776629447937,1.4082852602005005,0.7764627933502197,0.5846737623214722
model.layers.5.self_attn.q_proj,2048x2048,4194304,0.5007154941558838,0.49989938735961914,0.0,0.0,0.18385794758796692,0.054431743919849396,0.0806252509355545,0.018045887351036072,0.0,0.0,0.0,0.0,0.03532988950610161,0.09275848418474197,0.041310060769319534,1.9763613939285278,1.0901174545288086,0.7593302726745605,0.5040887594223022
model.layers.5.self_attn.v_proj,1024x2048,2097152,0.4997711181640625,0.5002303123474121,0.0,0.0,0.19392240047454834,0.03771215304732323,0.13769420981407166,0.017114194110035896,0.0,0.0,0.0,0.0,0.03481199964880943,0.09460049867630005,0.06937684863805771,2.0947933197021484,1.6269145011901855,0.73533034324646,0.5832709670066833
model.layers.6.mlp.down_proj,2048x6144,12582912,0.499370276927948,0.4997731149196625,0.0,0.0,0.17454028129577637,0.030812092125415802,0.09988739341497421,0.011088676750659943,0.0,0.0,0.0,0.0,0.03205001726746559,0.08516767621040344,0.05025048926472664,2.0158791542053223,1.304210901260376,0.7521955370903015,0.5603989958763123
model.layers.6.mlp.gate_proj,6144x2048,12582912,0.49997028708457947,0.499253511428833,0.0,0.0,0.2033192366361618,0.047259531915187836,0.1378716081380844,0.020285742357373238,0.0,0.0,0.0,0.0,0.03895799443125725,0.10136933624744415,0.0696779116988182,1.9453879594802856,1.5481128692626953,0.7659341096878052,0.5038246512413025
model.layers.6.mlp.up_proj,6144x2048,12582912,0.5003640651702881,0.4997483193874359,0.0,0.0,0.17387926578521729,0.027501244097948074,0.14945289492607117,0.01928720809519291,0.0,0.0,0.0,0.0,0.0328628346323967,0.0857401117682457,0.07534613460302353,1.9504088163375854,1.9894453287124634,0.7671324014663696,0.5013184547424316
model.layers.6.self_attn.k_proj,1024x2048,2097152,0.49939870834350586,0.5001535415649414,0.0,0.0,0.1661478579044342,0.076929971575737,0.08390486240386963,0.025526724755764008,0.0,0.0,0.0,0.0,0.03276950865983963,0.08775956928730011,0.04385099187493324,2.0447068214416504,1.1651192903518677,0.7451801300048828,0.5355018973350525
model.layers.6.self_attn.o_proj,2048x2048,4194304,0.49922800064086914,0.4999561309814453,0.0,0.0,0.1611386239528656,0.0450267568230629,0.10967443138360977,0.024260535836219788,0.0,0.0,0.0,0.0,0.03165483474731445,0.08182775974273682,0.05616283416748047,1.9189121723175049,1.4476981163024902,0.7736950516700745,0.5782938599586487
model.layers.6.self_attn.q_proj,2048x2048,4194304,0.49920654296875,0.5003035068511963,0.0,0.0,0.17438490688800812,0.0709952712059021,0.07999882102012634,0.021907713264226913,0.0,0.0,0.0,0.0,0.034494780004024506,0.09109887480735779,0.04147215187549591,1.9927763938903809,1.0785428285598755,0.7579562067985535,0.5332425832748413
model.layers.6.self_attn.v_proj,1024x2048,2097152,0.4978756904602051,0.4999704360961914,0.0,0.0,0.18864093720912933,0.03661081939935684,0.1457756757736206,0.01948178932070732,0.0,0.0,0.0,0.0,0.0356011837720871,0.09371334314346313,0.07353585958480835,1.9795247316360474,1.64263117313385,0.7617950439453125,0.6216855049133301
model.layers.7.mlp.down_proj,2048x6144,12582912,0.5006057620048523,0.49990934133529663,0.0,0.0,0.17025069892406464,0.029970671981573105,0.10186116397380829,0.011430244892835617,0.0,0.0,0.0,0.0,0.03153953701257706,0.08366235345602036,0.05125023424625397,2.004204750061035,1.350156307220459,0.7576577663421631,0.5592619180679321
model.layers.7.mlp.gate_proj,6144x2048,12582912,0.49934253096580505,0.4997348189353943,0.0,0.0,0.2067442387342453,0.04929037019610405,0.13933730125427246,0.021586064249277115,0.0,0.0,0.0,0.0,0.040164537727832794,0.10369414836168289,0.0704997107386589,1.917436122894287,1.5168566703796387,0.772502064704895,0.5070800185203552
